scheme_id,scheme_name,description,jurisdiction_type,state_code,category,annual_income_limit,occupations,social_categories,gender,age_min,age_max,is_portable,portability_type,source_dataset,source_file
CENTRAL_NA_post_doctoral_fellowship_to_scheduled_caste_scheduled_tribe_candidates,Post Doctoral Fellowship to Scheduled Caste/Scheduled Tribe Candidates,"This scheme has been initiated keeping in view the social background of the candidates from the deprived section of society and to provide them an opportunity to undertake advanced studies and research in Science, Engineering & Technology, Humanities and Social Sciences in Indian Universities/Institutions/Colleges. Objective: The objective of the scheme is to provide an opportunity to SC/ST candidates to undertake postdoctoral research in Sciences, Engineering & Technology, Humanities and Social Sciences at Indian Universities/Institutions/Colleges as indicated below: Universities/Institutions/Colleges included under Section 2(f) and 12 (B) of UGC Act. Deemed to be Universities included under Section 3 of the UGC Act, 1956 and eligible to receive grants-in-aid from UGC. Universities/Institutions/Colleges funded by Central/State Government. Institutes of National Importance.",CENTRAL,,,,,,,0,200,True,FULLY_PORTABLE,jainamgada_schemes,updated_data.csv
CENTRAL_NA_post_graduate_indira_gandhi_scholarship_for_single_girl_child,Post Graduate Indira Gandhi Scholarship For Single Girl Child,"A scholarship scheme by the University Grants Commission for Girl students who are admitted in the first year of PG courses in any designated university or a postgraduate college, and happen to be the only girl child in the family. The amount of fellowship is ₹ 36,200/- p.a. for the full duration of a PG course. The scheme has been introduced with an aim to compensate direct costs of girl education at all levels, especially for such girls who happen to be the only girl child in their families. ﻿ The objectives of the proposed scheme are: a) To support the postgraduate education of single girl children in postgraduate courses only. b) To recognize the value of observance of the small family norms. ﻿ The candidates are required to apply online on National Scholarship Portal after initiation of the application process and notice to be published on the UGC website. 3,000 fresh scholarships will be awarded every year and will be paid on DBT mode on annual basis.",CENTRAL,,,,,,,0,200,True,FULLY_PORTABLE,jainamgada_schemes,updated_data.csv
CENTRAL_NA_post_graduate_merit_scholarship_scheme_for_university_rank_holders_at_under_graduate_level_applicable,Post Graduate Merit Scholarship Scheme For University Rank Holders At Under-Graduate Level Applicable,"University Grants Commission (UGC), Department of Higher Education (DoHE) introduced a Post-Graduate Merit Scholarship Scheme for University rank holders both in General and Honours Courses at the Undergraduate level. The scholarship may be tenable for a period of two years to enable the rank holders of each university at the undergraduate level to pursue their Master’s Degree. ﻿ All universities/degree awarding institutions would be required to issue rank certificates to the toppers of the university (not at the college level) both in General and Honours Courses namely B.A., B.Sc., and B.Com. The purpose of this scheme is to attract talent for pursuing postgraduate studies besides strengthening the basic subjects – General as well as Honours, at the Undergraduate level. ﻿ The awardees, under this scheme, can pursue their Postgraduate program in any area of specialization in any institution of higher learning in the country. ﻿ OBJECTIVES a) to promote and nurture talent. b) to reward meritorious students with outstanding performance at the Undergraduate level for pursuing postgraduate studies. c) to Promote study in basic subjects both General as well as Honours at the undergraduate level. Professional courses are not covered under the scheme. d) to build up academic excellence at the postgraduate level across the colleges and universities in the country.",CENTRAL,,,,,,,0,200,True,FULLY_PORTABLE,jainamgada_schemes,updated_data.csv
CENTRAL_NA_post_graduate_scholarship_scheme_for_gate_gpat_qualified_students_aicte,Post Graduate Scholarship Scheme for GATE/GPAT Qualified Students-AICTE,"The scheme “Post Graduate Scholarship Scheme for GATE/GPAT Qualified Students- AICTE” has been started by the All India Council for Technical Education, Government of India. AICTE in order to ensure the development of technical education in India awards Post Graduate Scholarship of ₹12,400/- per month to full-time GATE/CEED qualified students admitted to AICTE approved post-graduate programs in AICTE approved Institutions/ University Departments as per AICTE approved intake.",CENTRAL,,,,,,,0,200,True,FULLY_PORTABLE,jainamgada_schemes,updated_data.csv
CENTRAL_NA_post_graduate_scholarship_for_gate_gpat_qualified_students_for_pursuing_m_tech_m_e_m_pharm_ugc,Post Graduate Scholarship for GATE/GPAT Qualified Students for Pursuing M.Tech/M.E./M.Pharm-UGC,University Grants Commission is implementing the scheme of Post Graduate Scholarship for GATE/GPAT Qualified Students for Pursuing M.Tech/M.E./M.Pharm courses (including integrated dual degree courses). Objective: The objective of the scheme is to help and attract young and talented graduate students to pursue education at the Post Graduate Level in Higher Education Institutions.,CENTRAL,,,,,,,0,200,True,FULLY_PORTABLE,jainamgada_schemes,updated_data.csv
CENTRAL_NA_post_harvest_marketing_scheme,Post Harvest Marketing Scheme,"The “Post Harvest Marketing Scheme” was launched by the Department of Agriculture & Farmers’ Welfare, Government of Meghalaya for the creation of post harvest marketing infrastructure. Under the scheme, assistance is provided for evacuation facilities like pick-up trucks/ mini trucks/Tata mobile to the Farmers Groups/ Farmers Clubs/ SHG farmers Co-Operative Societies/ FIG/ FPOs, etc. for transportation of farm produce to the market.",CENTRAL,,,,,,,0,200,True,FULLY_PORTABLE,jainamgada_schemes,updated_data.csv
CENTRAL_NA_post_matric_college_scholarship_scheduled_caste,Post Matric College Scholarship (Scheduled Caste),"Launched in 1976-77, the ""Post Matric College Scholarship"" is a scheme by the Scheduled Caste Welfare Department, Government of Madhya Pradesh. The scheme provides financial assistance to encourage Scheduled Caste students to pursue higher education. One-third of the subsistence allowance is payable to students residing in departmental hostels who are provided free lodging and boarding facilities.",CENTRAL,,,,,,,0,200,True,FULLY_PORTABLE,jainamgada_schemes,updated_data.csv
CENTRAL_NA_post_matric_merit_scholarship,Post Matric Merit Scholarship,"The “Post Matric Merit Scholarship” is a scheme implemented by the Mizoram Scholarship Board, Government of Mizoram. The objective of the Scheme is to provide financial assistance to permanent resident of Mizoram States securing 60% marks in Board/University Examination. The scheme is 100% funding from the State Plan Fund.",CENTRAL,,,,,,,0,200,True,FULLY_PORTABLE,jainamgada_schemes,updated_data.csv
CENTRAL_NA_post_matric_scholarship_for_minorities,Post Matric Scholarship For Minorities,"A scholarship scheme by Ministry of Minority Affairs for students from minority communities pursuing a post-matric course from a notified institution in India in a government or private school, including such residential Government institutes and eligible private institutes selected and notified in a transparent manner by the State Government and Union Territory Administration concerned. ﻿ It will also cover technical and vocational courses in Industrial Training Institutes/ Industrial Training Centres affiliated with the National Council for Vocational Training (NCVT) of classes XI and XII level including Polytechnics and other courses ﻿ A total of five (5) lakh scholarships are targeted to be distributed as ‘Fresh’ Scholarships, besides, Renewal scholarships. ﻿ Scholarship will be awarded to the students who have secured not less than 50% marks in the previous final examination and annual income of their parents/guardian from all sources does not exceed Rs. 2.00 lakh. ﻿ The objective of the scheme is to award scholarships to meritorious students belonging to economically weaker sections of minority community so as to provide them better opportunities for higher education, increase their rate of attainment in higher education and enhance their employability. ﻿",CENTRAL,,,,,,,0,200,True,FULLY_PORTABLE,jainamgada_schemes,updated_data.csv
CENTRAL_NA_post_matric_scholarship_for_scheduled_caste,Post Matric Scholarship For Scheduled Caste,"Details The objective of the scheme is to provide financial assistance to the Scheduled Caste students studying at post matriculation or post-secondary stage to enable them to complete their education. Scholarships will be paid to the students whose parents/guardians' income from all sources does not exceed Rs. 2,50,000/- (Rupees two lakh, fifty thousand only) per annum. ﻿ Scope These scholarships are available for studies in India only and the awardees are selected by the State Government/Union Territory to which the applicant belongs (i.e. the State/UT in which permanently settled or domiciled, as per the terms of domicile decided by the State) This applies to all the students who are currently beneficiaries of the scheme as well as fresh admissions. Group 1: Degree and Post Graduate level professional courses : All Professional courses in Medicine, Engineering, Technology, Planning, Architecture, Design, Fashion Technology, Agriculture, Veterinary & Allied Sciences, Management, Business Finance /Administration, Computer Science/ Applications (ii) Post Graduate Diploma courses in various branches of Management & Medicine(iii) C.A/N.CWA./CS/I.CF.A. etc. (iv) M.Phil, PhD and Post-Doctoral Programmes (D.Lit., D.Sc. etc.) of Group,  Group Il and Group Ill courses.(v) L.L.B, Integrated LLB, LLM. Group 2: Other Professional Courses leading to Degree, Diploma, Certificate shall mean all Professional Courses leading to Degree, M Ed. / M. Pharma., Diploma, Certificate in areas like Pharmacy (B Pharma.), Nursing(B Nursing), BFS, other para-medical branches like rehabilitation, diagnostics etc., Mass Communication, Hotel Management & Catering, Travel/Tourism/Hospitality Management, Interior Decoration, Nutrition& Dietetics, Commercial Art, Financial Services (e.g. Banking, Insurance, Taxation etc.) for which entrance qualification is minimum Sr. Secondary (10+2) and Vocational stream, ITI courses and Polytechnic where entrance qualification is Class XII or above. Group 3: Graduate and Post Graduate courses shall mean: courses not covered under Group 1& Group 2 e.g. BA/B.Sc./ B.Com etc. M.A/ M. Sc./ M.Com etc. Group 4: All post-matriculation (Post Class X level) non-degree courses shall mean: All post-matriculation level non-degree courses for which entrance qualification is High School (Class X), e.g. Senior secondary certificate (class XI and XII); both general and vocational stream, ITI courses, 3-year diploma courses in Polytechnics, efc. Note : The list of courses in various groups Is indicative and States/UTs may add courses as per the laid down standards in the State/UT.",CENTRAL,,,,,,,0,200,True,FULLY_PORTABLE,jainamgada_schemes,updated_data.csv
CENTRAL_NA_post_matric_scholarship_scheme_for_the_students_belonging_to_scheduled_tribe_for_studies_in_india,Post Matric Scholarship Scheme For The Students Belonging To Scheduled Tribe For Studies In India,"""Post Matric Scholarship Scheme For The Students Belonging To Scheduled Tribe For Studies In India"" is a centrally sponsored scheme by the Ministry of Tribal Affairs, for the students of Scheduled Tribe (ST) for studies in India. This scheme is for pursuing higher education starting from class XI to Post Graduation courses in India. Objective of the scheme: To enable eligible Scheduled Tribe students to undertake quality education from Post Matric to Post Graduate level by providing them financial assistance. To create an error free platform ensuring that the targeted beneficiaries receive scholarship on time. Scholarship under the Scheme will be available to ST students for studies in India and will be directly transferred to the account of students. Scope of the scheme: These scholarships are available for studies in India only and are awarded by the Government of the State/Union Territory Administration to which the applicant actually belongs i.e. were permanently settled.",CENTRAL,,,,,,,0,200,True,FULLY_PORTABLE,jainamgada_schemes,updated_data.csv
CENTRAL_NA_post_matric_scholarship_students_with_disabilities,Post Matric Scholarship Students With Disabilities,"A scholarship scheme by DoEPwD for students with disabilities pursuing a post-matric qualification from UGC/AICTE recognized universities, i.e. students of Class 11th, Class 12th, including Polytechnics, Post-Matriculation Diploma/Certificates and Bachelor’s Degree/Diploma in India and Master’s Degree/Diploma. ﻿ The students with the specified disabilities defined in Schedule of the ""Rights of Persons with Disabilities Act, 2016"" will be eligible under this scheme. This includes persons with visual, hearing, speech, loco-motor, mental retardation, and other disabilities. NOS is implemented offline by the DEPwD. ﻿ At times SwDs are deprived of harnessing their latent skills and thereby miss the opportunity. This scheme aims to support SwDs to study further in order to prepare themselves to earn their livelihood and to find a dignified place for themselves in the society as they face several barriers physical, financial, psychological, mental in pursuing studies and living with dignity.",CENTRAL,,,,,,,0,200,True,FULLY_PORTABLE,jainamgada_schemes,updated_data.csv
CENTRAL_NA_post_matric_scholarship_to_scheduled_caste_students_of_nagaland,Post Matric Scholarship To Scheduled Caste Students Of Nagaland,"Detailed The Directorate of Higher Education (DHE) has launched the Post Matric Scholarship to ST students of Nagaland scheme for providing socio-economic welfare to the students belonging to the residentship of Nagaland state. The student must be studying or getting admission to the post-matric class (class 11th, 12, UG, PG Degree). ﻿ Post-matric Scholarship for ST Scholarship is awarded to the students of the Scheduled Tribe (ST) category by the Ministry of Tribal Affairs, Government of India. The objective of the ST scholarship is to provide financial assistance to these students to complete their studies at the college level. ﻿",CENTRAL,,,,,,,0,200,True,FULLY_PORTABLE,jainamgada_schemes,updated_data.csv
CENTRAL_NA_post_matric_scholarship_for_class_11th_12th_and_college,Post Matric Scholarship for Class 11th 12th And College,"The scheme ""Post-Matric Scholarship"" started in 1945 by the Tribal Welfare and Scheduled Caste (SC) Department, Madhya Pradesh, provides scholarships to Scheduled Tribe students studying in classes 11th, 12th, Colleges, PhD, and Professional Courses.",CENTRAL,,,,,,,0,200,True,FULLY_PORTABLE,jainamgada_schemes,updated_data.csv
CENTRAL_NA_post_matric_scholarship_for_sc_students_delhi,Post Matric Scholarship for SC students (Delhi),"The scheme ""Post Matric Scholarship for SC Students"" by the Department for the Welfare of SC/ST/OBC, Government of NCT of Delhi, aims to provide financial assistance to SC students pursuing post-matriculation or post-secondary education in recognized institutions within India. The scheme covers maintenance allowance, tuition fees, and additional allowances for specific needs. Two significant benefits include the reimbursement of compulsory non-refundable fees and monthly maintenance allowances ranging from ₹230 to ₹1,200, depending on the course group. Eligibility criteria include an annual family income limit of ₹2,50,000/- and enrollment in a recognized institution. The scheme is implemented by the Department for the Welfare of SC/ST/OBC, Government of NCT of Delhi.",CENTRAL,,,,,,,0,200,True,FULLY_PORTABLE,jainamgada_schemes,updated_data.csv
CENTRAL_NA_post_matric_students_of_class_11th_12th_scheduled_caste,Post Matric Students of Class 11th &12th ( Scheduled Caste),"Launched in 1976-77, the ""Post Matric Students of Class 11th & 12th"" scheme is a welfare initiative by the Scheduled Caste Welfare Department, Government of Madhya Pradesh. The scheme provides reimbursement of scholarship fees to students in Class 11th and 12th. It aims to encourage students from the Scheduled Caste category in the field of education and provide them with financial assistance.",CENTRAL,,,,,,,0,200,True,FULLY_PORTABLE,jainamgada_schemes,updated_data.csv
CENTRAL_NA_post_matric_and_top_class_scholarship,Post Matric and Top Class Scholarship,"The Post Matric and Top Class Scholarship under the Higher Education Department of the Madhya Pradesh government is to support students from economically disadvantaged backgrounds in pursuing higher education. Specifically, it aims to alleviate financial constraints by covering tuition fees, maintenance allowances, and other educational expenses. it aims to empower deserving students to excel academically and professionally, fostering their socio-economic development and contributing to the overall advancement of society. ﻿",CENTRAL,,,,,,,0,200,True,FULLY_PORTABLE,jainamgada_schemes,updated_data.csv
CENTRAL_NA_post_metric_scholarship_denotified_nomadic_and_semi_nomadic,"Post Metric Scholarship (Denotified, Nomadic and Semi-Nomadic)","The ""Post-Metric Scholarship"" scheme, implemented by the Department of Denotified, Nomadic, and Semi-Nomadic Welfare, Government of Madhya Pradesh, provides financial assistance to students from class 11th to college level, including medical, engineering, science, ayurveda, unani, homeopathy, agriculture, commerce, and other courses. For classes 11th and 12th, the maximum fee reimbursement is ₹210/- and ₹1,110/-, respectively, which includes ₹210/- (Department of Education) and ₹900/- (Board of Secondary Education Examination Fee). Faculty-wise full or half fee reimbursement is determined by the sanctioning authority as per eligibility within the prescribed maximum limits.",CENTRAL,,,,,,,0,200,True,FULLY_PORTABLE,jainamgada_schemes,updated_data.csv
CENTRAL_NA_post_metric_scholarship_madhya_pradesh,Post Metric Scholarship - Madhya Pradesh,"The Post-Matric Scholarship Under the Higher Education Department of Madhya Pradesh aimed at providing financial assistance to students belonging to economically weaker sections of society to pursue higher education after matriculation. This scheme helps alleviate the financial burden on students and encourages them to continue their education beyond the secondary level. It covers various expenses such as tuition fees, maintenance allowance, and other incidental costs associated with pursuing higher studies. By promoting access to education for all, regardless of financial constraints, the Post-Matric Scholarship scheme contributes to fostering inclusivity and empowering disadvantaged students to achieve their academic aspirations. ﻿ ﻿ ﻿",CENTRAL,,,,,,,0,200,True,FULLY_PORTABLE,jainamgada_schemes,updated_data.csv
CENTRAL_NA_post_metric_scholarship_for_obc_students,Post Metric Scholarship For OBC Students,"Madhya Pradesh State government started a scholarship for student who belong to the OBC category. Now the students of the state will not be deprived of education due to financial constraints, because the Madhya Pradesh government will provide scholarships to the students. Through the scholarship, the state's literacy rate will also increase and also will encourage the student to higher education.",CENTRAL,,,,,,,0,200,True,FULLY_PORTABLE,jainamgada_schemes,updated_data.csv
CENTRAL_NA_post_office_monthly_income_scheme,Post Office Monthly Income Scheme,"Post Office Monthly Income Scheme (POMIS) is an investment scheme recognized and validated by the Ministry of Finance. It is one of the highest-earning schemes with an interest rate of 6.6%. The interest in this scheme is disbursed monthly. After opening a POMIS account, individuals can invest a suitable amount based on affordability, which, however, should not be less than ₹1500. It provides low risk and steady income where an investor can deposit every month and get interested of MIS in the post office according to their applicable monthly rate. The income on investment is given by the concerned post office every month. ﻿ Features of the POMIS scheme: Maturity period- The maximum tenure of the Indian post office monthly income scheme is 5 years. Number of holders- At least 1 and at most 3 individuals can hold post office MIS. Nomination- Only the nominee will get all scheme benefits after the investor’s demise. Nominee can be assigned later on after opening an account. Transfer- Individuals can transfer their MIS account in one post office to another anywhere in India. POMIS bonus- Accounts opened after 1st Dec 2011 have no bonus facility. However, those opened before that enjoy a 5% bonus. Taxability- Any income from this scheme does not come under TDS or tax deduction. The post office monthly income scheme tax benefit is zero. ﻿",CENTRAL,,,,,,,0,200,True,FULLY_PORTABLE,jainamgada_schemes,updated_data.csv
CENTRAL_NA_post_doctoral_fellows,Post-Doctoral Fellows,"The Post-Doctoral Fellowship (PDF) at the Physical Research Laboratory (PRL) is an initiative to support researchers who have completed or are nearing the completion of their Ph.D. in science or engineering fields. The fellowship offers candidates the opportunity to pursue research in PRL’s cutting-edge science and engineering research areas. The tenure of the fellowship is for a maximum of two years, subject to annual progress reviews. The fellowship provides a competitive stipend, research opportunities, and accommodation benefits.",CENTRAL,,,,,,,0,200,True,FULLY_PORTABLE,jainamgada_schemes,updated_data.csv
CENTRAL_NA_post_graduate_scholarships_for_professional_courses_for_sc_st_candidates,Post-Graduate Scholarships for Professional Courses for SC/ST Candidates,"The scheme “Post Graduate Scholarships for Professional Courses for SC/ST Candidates” has been initiated to provide opportunities to the deprived sections of the society, viz. the Scheduled Caste (SC) and Scheduled Tribe (ST) for undertaking postgraduate level studies in Professional subjects like Engineering & Technology, Management, Pharmacy etc. in recognized Indian Universities/Institutions/Colleges. Objective: The objective of the scheme is to provide financial assistance to 1000 SC/ST candidates to pursue postgraduate level studies in Professional courses.",CENTRAL,,,,,,,0,200,True,FULLY_PORTABLE,jainamgada_schemes,updated_data.csv
CENTRAL_NA_post_matric_scholarship_scheme_bihar,Post-Matric Scholarship Scheme-Bihar,The “Post-Matric Scholarship Scheme-Bihar” is designed to support students from disadvantaged communities by covering their educational expenses for post-secondary courses. The scholarship is intended for students belonging to categories from Extremely Backward Classes (EBC) and Other Backward Classes (OBC). This initiative promotes access to higher education and helps reduce the financial burden on families from these communities. ﻿,CENTRAL,,,,,,,0,200,True,FULLY_PORTABLE,jainamgada_schemes,updated_data.csv
CENTRAL_NA_post_matric_scholarship_to_vjnt_students_maharashtra,Post-Matric Scholarship To VJNT Students - Maharashtra,"The Government of Maharashtra launched a scheme namely “Post-Matric Scholarship to VJNT students” vide G.R. No. EBC 1068/83567/57 dated 24.12.1970 in 1970. This scheme was started by the Government to encourage the student of the Vimukta Jatis & Nomadic Tribes (VJNT) to undergo Post-Matric higher education. Objective: 1.	To encourage the VJNT students to undergo Post-Matric Courses. 2.	Providing financial assistance for education. 3.	Creating a passion for higher education. 4.	Providing students the opportunity to go to the mainstream of education through education. Under this scheme, benefits of Tuition Fees, Exam Fees, and Maintenance Allowance are paid to only VJNT category students. All the eligible VJNT students are paid maintenance allowance from ₹ 90 to ₹ 190 per month for hostellers and ₹ 150 to ₹ 425 per month for day scholar students.",CENTRAL,,,,,,,0,200,True,FULLY_PORTABLE,jainamgada_schemes,updated_data.csv
CENTRAL_NA_post_matric_scholarship_for_sc_students,Post-Matric Scholarship for SC students,"Objective The objective of the scheme is to appreciably increase the Gross Enrolment Ratio of SC students in higher education with a focus on those from the poorest households, by providing financial assistance at post-matriculation or post-secondary stage to enable them to complete their education Scope These scholarships are available for studies in India only and the awardees are selected by the State Government/Union Territory to which the applicant actually belongs (i.e. the State/UT in which permanently settled or domiciled, as per the terms of domicile decided by the State). This is applicable to all the students who are currently beneficiaries of the scheme as well as fresh admissions. ﻿ ﻿ The Post-Matric Scholarship Scheme for SC Students categorizes courses into four groups: Group I: Degree and Post Graduate level courses in Medicine, Engineering, Technology, Planning, Architecture, Design, Fashion Technology, Agriculture, Veterinary Sciences, Management, Business Finance/Administration, Computer Science/Applications Commercial Pilot License (including helicopter pilot and multiengine rating) course Group II : Post Graduate Diploma courses in various branches of Management & medicine C.A/I.C.W.A. /C.S./I.C.F.A. etc. Group III: Graduate and Post Graduate courses not covered under Group 1 & Group 2 B.A / B.Sc. / B.Com etc. M.A/ M.Sc. / M.Com etc. Group IV : Management & Catering, Travel/Tourism/Hospitality Management, Interior Decoration, Nutrition & Dietetics, Commercial Art, Financial Services (e.g. Banking, Insurance, Taxation etc.).",CENTRAL,,,,,,,0,200,True,FULLY_PORTABLE,jainamgada_schemes,updated_data.csv
CENTRAL_NA_post_matric_scholarship_for_scheduled_castes_sc_and_scheduled_tribes_st_students_bihar,Post-Matric Scholarship for Scheduled Castes (SC) and Scheduled Tribes (ST) Students-Bihar,The “Post-Matric Scholarship for Scheduled Castes (SC) and Scheduled Tribes (ST) Students-Bihar” is designed to support students from disadvantaged communities by covering their educational expenses for post-secondary courses. The scholarship is intended for students belonging to Schedule Castes (SC) and Scheduled Tribes (ST). This initiative promotes access to higher education and helps reduce the financial burden on families from these communities. ﻿,CENTRAL,,,,,,,0,200,True,FULLY_PORTABLE,jainamgada_schemes,updated_data.csv
CENTRAL_NA_post_matric_scholarships_for_scheduled_castes_students_gujarat,Post-Matric Scholarships for Scheduled Castes Students- Gujarat,"The “Post-Matric Scholarships for Scheduled Castes Students” scheme was launched by the Department of Social Justice & Empowerment, Ministry of Social Justice & Empowerment, Government of India. The scheme is implemented by the Director, Scheduled Caste Welfare in the state of Gujarat. The scheme is centrally sponsored scheme and there will be a 60:40 sharing ratio between the Centre and States. The objective of the scheme is to appreciably increase the Gross Enrolment Ratio of SC students in higher education with a focus on those from the poorest households, by providing financial assistance at post-matriculation or postsecondary stage to enable them to complete their education.",CENTRAL,,,,,,,0,200,True,FULLY_PORTABLE,jainamgada_schemes,updated_data.csv
CENTRAL_NA_post_matric_scholarship_scheme_uttar_pradesh,Post-matric Scholarship Scheme- Uttar Pradesh,"Education is top-seeded to uplift the backward classes.  Because of a lack of education, a social category remains backward. In spite of the long duration passed since the independence of the country, no expected improvement seen in the educational status of Other Backward Classes. Many efforts have been made to improve the educational status.  At present, post matric scholarship scheme is being operated in online mode by the Department of Backward Classes Welfare with the objective of developing backward classes and uplifting their educational status.  Under this scheme, students of Other Backward Classes studying in all government schools, aided and recognized educational institutes are being provided with a scholarship each year.  Department of Backward Classes Welfare is continuously working to uplift the educational status of backward classes.",CENTRAL,,,,,,,0,200,True,FULLY_PORTABLE,jainamgada_schemes,updated_data.csv
CENTRAL_NA_postal_operation,Postal Operation,,CENTRAL,,Demand No. 12,,,,,0,200,True,FULLY_PORTABLE,mrsumitjha_central,CenterSectorScheme2021-22.csv
CENTRAL_NA_postmatric_scholarship,Postmatric Scholarship,"The ""Postmatric Scholarship"" scheme launched by the Backward Classes, Most Backward Classes and Minorities Welfare Department, Tamil Nadu, aimed at supporting students from Backward Classes (BC), Most Backward Classes (MBC), and Denotified Communities (DNC). The scheme provides financial assistance to students in 11th and 12th standards in English Medium, helping cover tuition fees and full examination fees.",CENTRAL,,,,,,,0,200,True,FULLY_PORTABLE,jainamgada_schemes,updated_data.csv
CENTRAL_NA_potency_development_plan,Potency Development Plan,"The scheme ""Potency Development Plan"" implemented by the Social Welfare Department of the Government of Chhattisgarh, aims to increase the mobility of all eligible persons with disabilities of the state by providing them artificial limbs/assistive devices. The scheme provides artificial limbs/assistive devices worth up to ₹6,900/- to persons with disabilities of 40% or more, provided they meet the other eligibility criteria.",CENTRAL,,,,,,,0,200,True,FULLY_PORTABLE,jainamgada_schemes,updated_data.csv
CENTRAL_NA_poultry_farming_scheme_hsfdc,Poultry Farming Scheme (HSFDC),"The scheme ""Poultry Farming Scheme"" is implemented by the Haryana Scheduled Castes Finance and Development Corporation (HSFDC) in collaboration with the bank tie-up schemes. The HSFDC is a Company registered under the Companies Act, 1956 on 02.01.1971. It is a wholly Government-owned Corporation with a 51% share of the State Government and a 49% share of the Government of India. Under this scheme, the Corporation provides loans/benefits to individuals from Below Poverty Line (BPL) families, whose annual family income does not exceed ₹1,80,000/-, in both rural and urban areas for self-employment income generating activities such as poultry farming. The scheme provides a subsidy of 50% of the total project cost, with a maximum subsidy amount of ₹10,000/-.",CENTRAL,,,,,,,0,200,True,FULLY_PORTABLE,jainamgada_schemes,updated_data.csv
CENTRAL_NA_power_subsidy_scheme,Power Subsidy Scheme,"Launched in 2018, the ""Power Subsidy Scheme"" is one of the ""Information Technology Policy Schemes"" by the Department of Information Technology, Government of Goa. The objective and the scope of this scheme is to provide Power Subsidy to the eligible Information Technology Units in the State of Goa. All the New and Existing Units having their operations in Goa are eligible. The scheme has been framed as a part of Goa's IT Policy that envisages Goa as an aspirational geographical and human resource base for IT Units and a preferred destination for their investment and expansion.",CENTRAL,,,,,,,0,200,True,FULLY_PORTABLE,jainamgada_schemes,updated_data.csv
CENTRAL_NA_power_system_development_fund,Power System Development Fund,,CENTRAL,,Demand No. 78,,,,,0,200,True,FULLY_PORTABLE,mrsumitjha_central,CenterSectorScheme2021-22.csv
CENTRAL_NA_power_tex_india,Power Tex India,,CENTRAL,,Demand No. 97,,,,,0,200,True,FULLY_PORTABLE,mrsumitjha_central,CenterSectorScheme2021-22.csv
CENTRAL_NA_prabhuddha_overseas_scholarship,Prabhuddha Overseas Scholarship,"The PRABHUDDHA OVERSEAS SCHOLARSHIP scheme aims to provide financial assistance to students belonging to the SC/ST communities who wish to pursue their undergraduate, postgraduate, and doctoral (PhD) programs in various fields of study. The scholarship is available for students studying in the fields of Engineering and Management, Pure Sciences and applied sciences, Agriculture sciences and medicine, International Commerce, Economics, Accounting Finance, Humanities, Social science, fine arts, and law. ﻿ The scholarship will be granted to around 250 undergraduate and 150 postgraduate and PhD students from the SC/ST communities based on their family's annual income. Students whose family income is below Rs 8 lakh will receive 100% scholarship, while those whose family income is between Rs 8 to 15 lakh will receive a 50% scholarship. Students whose family income is above Rs 15 lakh will receive a 33% scholarship. The scholarship quota also includes a reservation of 33% for women and 5% for Physically Handicapped Candidates. ﻿ To be eligible for the PRABHUDDHA OVERSEAS SCHOLARSHIP scheme, the applicant should be a permanent resident of Karnataka State and have a valid passport. The age limit for applying to this scheme is 35 years for PhD and postgraduate courses and 21 years for undergraduate courses. Candidates must have passed GRE/GMAT/TOEFL/IELTS exams with minimum scores before applying for the scholarship. They should have secured admission to a full-time degree program at an overseas university/college. Candidates are also required to meet the eligibility criteria set by the scheme, including marks or equivalent grades in relevant qualifying exams.",CENTRAL,,,,,,,0,200,True,FULLY_PORTABLE,jainamgada_schemes,updated_data.csv
CENTRAL_NA_pradhan_mantri_adarsh_gram_yojana,Pradhan Mantri Adarsh Gram Yojana,"With a view to enabling an area-based development approach, a new scheme Pradhan Mantri Adarsh Gram Yojana (PMAGY) was launched during 2009-10. The Scheme aims at integrated development of Scheduled Castes majority villages. ﻿ The principal objective of PMAGY is the integrated development of SC majority Villages: (a) Primarily through convergent implementation of the relevant Central and State/UT Government Schemes; and (b) By taking up identified activities, which do not get covered under the existing Central and State Government Schemes, through ‘Gap-filling’ funds provided as Central Assistance to the extent of ₹20,00,000 per village. ﻿ The implementation of the Scheme was started on Pilot basis in 2009-10 and a total of 1000 villages was selected from 05 States namely Tamil Nadu (225), Rajasthan (225), Bihar (225), Himachal Pradesh (225) and Assam (100) were selected for this phase. All these 1000 villages have so far been declared as ‘Adarsh Gram’ by the respective State Governments. ﻿ The vision of an ‘Adarsh Gram' An ‘Adarsh Gram’ is one wherein people have access to various basic services so that the minimum needs of all the sections of society are fully met and disparities are reduced to a minimum. These villages would have all such infrastructure and their residents will have access to all such basic services that are necessary for a dignified living, creating thereby an environment in which everyone is enabled to utilize her/his potential to the fullest. ﻿",CENTRAL,,,,,,,0,200,True,FULLY_PORTABLE,jainamgada_schemes,updated_data.csv
CENTRAL_NA_pradhan_mantri_annadata_aay_sanrakshan_yojna_pm_aasha,Pradhan Mantri Annadata Aay Sanrakshan Yojna (PM-AASHA),,CENTRAL,,Demand No. 1,,,,,0,200,True,FULLY_PORTABLE,mrsumitjha_central,CenterSectorScheme2021-22.csv
